X	Y
1,133333333	3,68
1,066666667	3,795333333
1	3,910666667
0,933333333	4,026
0,866666667	4,141333333
0,8	4,257333333
0,733333333	4,372666667
0,666666667	4,488
0,6	4,603333333
0,533333333	4,718666667
0,466666667	4,834666667
0,4	4,95
0,333333333	5,065333333
0,266666667	5,180666667
0,2	5,296
0,133333333	5,412
0,066666667	5,527333333
0	5,642666667
-0,066666667	5,527333333
-0,133333333	5,412
-0,2	5,296
-0,266666667	5,180666667
-0,333333333	5,065333333
-0,4	4,95
-0,466666667	4,834666667
-0,533333333	4,718666667
-0,6	4,603333333
-0,666666667	4,488
-0,733333333	4,372666667
-0,8	4,257333333
-0,866666667	4,141333333
-0,933333333	4,026
-1	3,910666667
-1,066666667	3,795333333
-1,133333333	3,68
-1,2	3,564
-1,266666667	3,448666667
-1,333333333	3,333333333
20,63333333	2,666666667
20,76666667	2,666666667
20,9	2,666666667
21,03333333	2,666666667
21,16666667	2,666666667
21,3	2,666666667
21,43333333	2,666666667
21,56666667	2,666666667
21,7	2,666666667
21,83333333	2,666666667
21,76666667	2,782
21,7	2,897333333
21,63333333	3,013333333
21,56666667	3,128666667
21,5	3,244
21,43333333	3,359333333
21,36666667	3,474666667
21,3	3,590666667
21,23333333	3,706
21,16666667	3,821333333
21,1	3,706
21,03333333	3,590666667
20,96666667	3,474666667
20,9	3,359333333
20,83333333	3,244
20,76666667	3,128666667
20,7	3,013333333
20,63333333	2,897333333
20,56666667	2,782
20,5	2,666666667
18,3	2,666666667
18,43333333	2,666666667
18,56666667	2,666666667
18,7	2,666666667
18,83333333	2,666666667
18,96666667	2,666666667
19,1	2,666666667
19,23333333	2,666666667
19,36666667	2,666666667
19,5	2,666666667
19,43333333	2,782
19,36666667	2,897333333
19,3	3,013333333
19,23333333	3,128666667
19,16666667	3,244
19,1	3,359333333
19,03333333	3,474666667
18,96666667	3,590666667
18,9	3,706
18,83333333	3,821333333
18,76666667	3,706
18,7	3,590666667
18,63333333	3,474666667
18,56666667	3,359333333
18,5	3,244
18,43333333	3,128666667
18,36666667	3,013333333
18,3	2,897333333
18,23333333	2,782
18,16666667	2,666666667
19,46666667	1,666666667
19,6	1,666666667
19,73333333	1,666666667
19,86666667	1,666666667
20	1,666666667
20,13333333	1,666666667
20,26666667	1,666666667
20,4	1,666666667
20,53333333	1,666666667
20,66666667	1,666666667
20,6	1,782
20,53333333	1,897333333
20,46666667	2,013333333
20,4	2,128666667
20,33333333	2,244
20,26666667	2,359333333
20,2	2,474666667
20,13333333	2,590666667
20,06666667	2,706
20	2,821333333
19,93333333	2,706
19,86666667	2,590666667
19,8	2,474666667
19,73333333	2,359333333
19,66666667	2,244
19,6	2,128666667
19,53333333	2,013333333
19,46666667	1,897333333
19,4	1,782
19,33333333	1,666666667
5,333333333	2
5,324	2,348666667
5,296666667	2,696666667
5,251333333	3,042666667
5,187333333	3,386
5,106	3,725333333
5,007333333	4,06
4,890666667	4,389333333
4,756666667	4,711333333
4,606666667	5,026666667
4,44	5,333333333
4,258	5,630666667
4,06	5,918666667
3,847333333	6,195333333
3,620666667	6,460666667
3,380666667	6,714
3,127333333	6,954
2,862	7,180666667
2,585333333	7,393333333
2,297333333	7,591333333
2	7,773333333
1,693333333	7,94
1,378	8,09
1,056	8,224
0,726666667	8,340666667
0,392	8,439333333
0,052666667	8,520666667
-0,290666667	8,584666667
-0,636666667	8,63
-0,984666667	8,657333333
-1,333333333	8,666666667
-1,682	8,657333333
-2,03	8,63
-2,376	8,584666667
-2,719333333	8,520666667
-3,058666667	8,439333333
-3,393333333	8,340666667
-3,722666667	8,224
-4,044666667	8,09
-4,36	7,94
-4,666666667	7,773333333
-4,964	7,591333333
-5,252	7,393333333
-5,528666667	7,180666667
-5,794	6,954
-6,047333333	6,714
-6,287333333	6,460666667
-6,514	6,195333333
-6,726666667	5,918666667
-6,924666667	5,630666667
-7,106666667	5,333333333
-7,273333333	5,026666667
-7,423333333	4,711333333
-7,557333333	4,389333333
-7,674	4,06
-7,772666667	3,725333333
-7,854	3,386
-7,918	3,042666667
-7,963333333	2,696666667
-7,990666667	2,348666667
-8	2
-7,990666667	1,651333333
-7,963333333	1,303333333
-7,918	0,957333333
-7,854	0,614
-7,772666667	0,274666667
-7,674	-0,06
-7,557333333	-0,389333333
-7,423333333	-0,711333333
-7,273333333	-1,026666667
-7,106666667	-1,333333333
-6,924666667	-1,630666667
-6,726666667	-1,918666667
-6,514	-2,195333333
-6,287333333	-2,460666667
-6,047333333	-2,714
-5,794	-2,954
-5,528666667	-3,180666667
-5,252	-3,393333333
-4,964	-3,591333333
-4,666666667	-3,773333333
-4,36	-3,94
-4,044666667	-4,09
-3,722666667	-4,224
-3,393333333	-4,340666667
-3,058666667	-4,439333333
-2,719333333	-4,520666667
-2,376	-4,584666667
-2,03	-4,63
-1,682	-4,657333333
-1,333333333	-4,666666667
-0,984666667	-4,657333333
-0,636666667	-4,63
-0,290666667	-4,584666667
0,052666667	-4,520666667
0,392	-4,439333333
0,726666667	-4,340666667
1,056	-4,224
1,378	-4,09
1,693333333	-3,94
2	-3,773333333
2,297333333	-3,591333333
2,585333333	-3,393333333
2,862	-3,180666667
3,127333333	-2,954
3,380666667	-2,714
3,620666667	-2,460666667
3,847333333	-2,195333333
4,06	-1,918666667
4,258	-1,630666667
4,44	-1,333333333
4,606666667	-1,026666667
4,756666667	-0,711333333
4,890666667	-0,389333333
5,007333333	-0,06
5,106	0,274666667
5,187333333	0,614
5,251333333	0,957333333
5,296666667	1,303333333
5,324	1,651333333
5,333333333	2
8	2
7,990666667	2,348666667
7,963333333	2,696666667
7,918	3,042666667
7,854	3,386
7,772666667	3,725333333
7,674	4,06
7,557333333	4,389333333
7,423333333	4,711333333
7,273333333	5,026666667
7,106666667	5,333333333
6,924666667	5,630666667
6,726666667	5,918666667
6,514	6,195333333
6,287333333	6,460666667
6,047333333	6,714
5,794	6,954
5,528666667	7,180666667
5,252	7,393333333
4,964	7,591333333
4,666666667	7,773333333
4,36	7,94
4,044666667	8,09
3,722666667	8,224
3,393333333	8,340666667
3,058666667	8,439333333
2,719333333	8,520666667
2,376	8,584666667
2,03	8,63
1,682	8,657333333
1,333333333	8,666666667
0,984666667	8,657333333
0,636666667	8,63
0,290666667	8,584666667
-0,052666667	8,520666667
-0,392	8,439333333
-0,726666667	8,340666667
-1,056	8,224
-1,378	8,09
-1,693333333	7,94
-2	7,773333333
-2,297333333	7,591333333
-2,585333333	7,393333333
-2,862	7,180666667
-3,127333333	6,954
-3,380666667	6,714
-3,620666667	6,460666667
-3,847333333	6,195333333
-4,06	5,918666667
-4,258	5,630666667
-4,44	5,333333333
-4,606666667	5,026666667
-4,756666667	4,711333333
-4,890666667	4,389333333
-5,007333333	4,06
-5,106	3,725333333
-5,187333333	3,386
-5,251333333	3,042666667
-5,296666667	2,696666667
-5,324	2,348666667
-5,333333333	2
-5,324	1,651333333
-5,296666667	1,303333333
-5,251333333	0,957333333
-5,187333333	0,614
-5,106	0,274666667
-5,007333333	-0,06
-4,890666667	-0,389333333
-4,756666667	-0,711333333
-4,606666667	-1,026666667
-4,44	-1,333333333
-4,258	-1,630666667
-4,06	-1,918666667
-3,847333333	-2,195333333
-3,620666667	-2,460666667
-3,380666667	-2,714
-3,127333333	-2,954
-2,862	-3,180666667
-2,585333333	-3,393333333
-2,297333333	-3,591333333
-2	-3,773333333
-1,693333333	-3,94
-1,378	-4,09
-1,056	-4,224
-0,726666667	-4,340666667
-0,392	-4,439333333
-0,052666667	-4,520666667
0,290666667	-4,584666667
0,636666667	-4,63
0,984666667	-4,657333333
1,333333333	-4,666666667
1,682	-4,657333333
2,03	-4,63
2,376	-4,584666667
2,719333333	-4,520666667
3,058666667	-4,439333333
3,393333333	-4,340666667
3,722666667	-4,224
4,044666667	-4,09
4,36	-3,94
4,666666667	-3,773333333
4,964	-3,591333333
5,252	-3,393333333
5,528666667	-3,180666667
5,794	-2,954
6,047333333	-2,714
6,287333333	-2,460666667
6,514	-2,195333333
6,726666667	-1,918666667
6,924666667	-1,630666667
7,106666667	-1,333333333
7,273333333	-1,026666667
7,423333333	-0,711333333
7,557333333	-0,389333333
7,674	-0,06
7,772666667	0,274666667
7,854	0,614
7,918	0,957333333
7,963333333	1,303333333
7,990666667	1,651333333
8	2
22	2
21,99533333	2,174666667
21,982	2,348666667
21,95866667	2,521333333
21,92733333	2,693333333
21,88666667	2,862666667
21,83666667	3,03
21,77866667	3,194666667
21,712	3,356
21,63666667	3,513333333
21,55333333	3,666666667
21,462	3,815333333
21,36333333	3,959333333
21,25733333	4,098
21,144	4,230666667
21,024	4,357333333
20,89733333	4,477333333
20,76466667	4,590666667
20,626	4,696666667
20,482	4,795333333
20,33333333	4,886666667
20,18	4,97
20,02266667	5,045333333
19,86133333	5,112
19,69666667	5,17
19,52933333	5,22
19,36	5,260666667
19,188	5,292
19,01533333	5,315333333
18,84133333	5,328666667
18,66666667	5,333333333
18,492	5,328666667
18,318	5,315333333
18,14533333	5,292
17,97333333	5,260666667
17,804	5,22
17,63666667	5,17
17,472	5,112
17,31066667	5,045333333
17,15333333	4,97
17	4,886666667
16,85133333	4,795333333
16,70733333	4,696666667
16,56866667	4,590666667
16,436	4,477333333
16,30933333	4,357333333
16,18933333	4,230666667
16,076	4,098
15,97	3,959333333
15,87133333	3,815333333
15,78	3,666666667
15,69666667	3,513333333
15,62133333	3,356
15,55466667	3,194666667
15,49666667	3,03
15,44666667	2,862666667
15,406	2,693333333
15,37466667	2,521333333
15,35133333	2,348666667
15,338	2,174666667
15,33333333	2
15,338	1,825333333
15,35133333	1,651333333
15,37466667	1,478666667
15,406	1,306666667
15,44666667	1,137333333
15,49666667	0,97
15,55466667	0,805333333
15,62133333	0,644
15,69666667	0,486666667
15,78	0,333333333
15,87133333	0,184666667
15,97	0,040666667
16,076	-0,098
16,18933333	-0,230666667
16,30933333	-0,357333333
16,436	-0,477333333
16,56866667	-0,590666667
16,70733333	-0,696666667
16,85133333	-0,795333333
17	-0,886666667
17,15333333	-0,97
17,31066667	-1,045333333
17,472	-1,112
17,63666667	-1,17
17,804	-1,22
17,97333333	-1,260666667
18,14533333	-1,292
18,318	-1,315333333
18,492	-1,328666667
18,66666667	-1,333333333
18,84133333	-1,328666667
19,01533333	-1,315333333
19,188	-1,292
19,36	-1,260666667
19,52933333	-1,22
19,69666667	-1,17
19,86133333	-1,112
20,02266667	-1,045333333
20,18	-0,97
20,33333333	-0,886666667
20,482	-0,795333333
20,626	-0,696666667
20,76466667	-0,590666667
20,89733333	-0,477333333
21,024	-0,357333333
21,144	-0,230666667
21,25733333	-0,098
21,36333333	0,040666667
21,462	0,184666667
21,55333333	0,333333333
21,63666667	0,486666667
21,712	0,644
21,77866667	0,805333333
21,83666667	0,97
21,88666667	1,137333333
21,92733333	1,306666667
21,95866667	1,478666667
21,982	1,651333333
21,99533333	1,825333333
22	2
24,66666667	2
24,662	2,174666667
24,64866667	2,348666667
24,62533333	2,521333333
24,594	2,693333333
24,55333333	2,862666667
24,50333333	3,03
24,44533333	3,194666667
24,37866667	3,356
24,30333333	3,513333333
24,22	3,666666667
24,12866667	3,815333333
24,03	3,959333333
23,924	4,098
23,81066667	4,230666667
23,69066667	4,357333333
23,564	4,477333333
23,43133333	4,590666667
23,29266667	4,696666667
23,14866667	4,795333333
23	4,886666667
22,84666667	4,97
22,68933333	5,045333333
22,528	5,112
22,36333333	5,17
22,196	5,22
22,02666667	5,260666667
21,85466667	5,292
21,682	5,315333333
21,508	5,328666667
21,33333333	5,333333333
21,15866667	5,328666667
20,98466667	5,315333333
20,812	5,292
20,64	5,260666667
20,47066667	5,22
20,30333333	5,17
20,13866667	5,112
19,97733333	5,045333333
19,82	4,97
19,66666667	4,886666667
19,518	4,795333333
19,374	4,696666667
19,23533333	4,590666667
19,10266667	4,477333333
18,976	4,357333333
18,856	4,230666667
18,74266667	4,098
18,63666667	3,959333333
18,538	3,815333333
18,44666667	3,666666667
18,36333333	3,513333333
18,288	3,356
18,22133333	3,194666667
18,16333333	3,03
18,11333333	2,862666667
18,07266667	2,693333333
18,04133333	2,521333333
18,018	2,348666667
18,00466667	2,174666667
18	2
18,00466667	1,825333333
18,018	1,651333333
18,04133333	1,478666667
18,07266667	1,306666667
18,11333333	1,137333333
18,16333333	0,97
18,22133333	0,805333333
18,288	0,644
18,36333333	0,486666667
18,44666667	0,333333333
18,538	0,184666667
18,63666667	0,040666667
18,74266667	-0,098
18,856	-0,230666667
18,976	-0,357333333
19,10266667	-0,477333333
19,23533333	-0,590666667
19,374	-0,696666667
19,518	-0,795333333
19,66666667	-0,886666667
19,82	-0,97
19,97733333	-1,045333333
20,13866667	-1,112
20,30333333	-1,17
20,47066667	-1,22
20,64	-1,260666667
20,812	-1,292
20,98466667	-1,315333333
21,15866667	-1,328666667
21,33333333	-1,333333333
21,508	-1,328666667
21,682	-1,315333333
21,85466667	-1,292
22,02666667	-1,260666667
22,196	-1,22
22,36333333	-1,17
22,528	-1,112
22,68933333	-1,045333333
22,84666667	-0,97
23	-0,886666667
23,14866667	-0,795333333
23,29266667	-0,696666667
23,43133333	-0,590666667
23,564	-0,477333333
23,69066667	-0,357333333
23,81066667	-0,230666667
23,924	-0,098
24,03	0,040666667
24,12866667	0,184666667
24,22	0,333333333
24,30333333	0,486666667
24,37866667	0,644
24,44533333	0,805333333
24,50333333	0,97
24,55333333	1,137333333
24,594	1,306666667
24,62533333	1,478666667
24,64866667	1,651333333
24,662	1,825333333
24,66666667	2
